Weather,Road_Type,Time_of_Day,Traffic_Density,Speed_Limit,Number_of_Vehicles,Driver_Alcohol,Accident_Severity,Road_Condition,Vehicle_Type,Driver_Age,Driver_Experience,Road_Light_Condition,Accident,Time_Numeric,Time_Risk,Weather_Risk,Weather_Road_Risk,Age_Group,Experience_Age_Ratio,Driver_Risk_Score,Traffic_Risk,Speed_Risk,Road_Type_Risk,Weather_Time_Interaction,Traffic_Road_Interaction
Clear,City Road,Morning,2.0,80.0,5.0,0.0,Moderate,Dry,Car,33.0,30.0,Artificial Light,0.0,0,1,1,1,Adult,0.9090909090909091,1,10.0,2,2,1,4.0
Clear,City Road,Evening,0.0,60.0,5.0,0.0,Low,Dry,Truck,66.0,62.0,Daylight,1.0,2,3,1,1,Elderly,0.9393939393939394,3,0.0,1,2,3,0.0
Rainy,Highway,Evening,1.0,60.0,4.0,0.0,Low,Dry,Car,43.2593984962406,62.0,Artificial Light,0.0,2,3,2,1,Middle_Age,1.4332145650473624,1,4.0,1,3,6,3.0
Clear,Highway,Afternoon,1.0,60.0,2.0,1.0,Moderate,Icy,Motorcycle,43.2593984962406,54.0,Artificial Light,0.0,1,2,1,1,Middle_Age,1.248283653428348,1,2.0,1,3,2,3.0
Snowy,Highway,Afternoon,1.0,60.0,5.0,0.0,Low,Icy,Car,24.0,23.0,No Light,0.0,1,2,5,1,Young,0.9583333333333334,3,5.0,1,3,10,3.0
Foggy,Highway,Evening,1.0012531328320802,60.0,1.0,1.0,Low,Dry,Car,29.0,22.0,Artificial Light,0.0,2,3,3,3,Adult,0.7586206896551724,1,1.0012531328320802,1,3,9,3.0037593984962405
Foggy,Rural Road,Afternoon,0.0,100.0,3.0,0.0,Low,Dry,Car,43.2593984962406,54.0,Artificial Light,0.0,1,2,3,3,Middle_Age,1.248283653428348,1,0.0,2,2,6,0.0
Rainy,Highway,Evening,2.0,60.0,5.0,1.0,Low,Icy,Motorcycle,67.0,61.0,Artificial Light,1.0,2,3,2,1,Elderly,0.9104477611940298,3,10.0,1,3,6,6.0
Rainy,Highway,Evening,1.0,50.0,3.0,1.0,High,Icy,Car,61.0,60.0,Daylight,0.0,2,3,2,1,Senior,0.9836065573770492,1,3.0,1,3,6,3.0
Clear,Highway,Afternoon,2.0,60.0,1.0,1.0,Low,Dry,Car,36.0,27.0,Artificial Light,0.0,1,2,1,1,Middle_Age,0.75,1,2.0,1,3,2,6.0
Clear,Highway,Evening,1.0,80.0,3.0,0.0,Low,Dry,Car,43.2593984962406,53.0,Daylight,1.0,2,3,1,1,Middle_Age,1.225167289475971,1,3.0,2,3,3,3.0
Rainy,City Road,Afternoon,0.0,60.0,2.0,0.0,Low,Icy,Car,65.0,62.0,Artificial Light,0.0,1,2,2,1,Senior,0.9538461538461539,1,0.0,1,2,4,0.0
Rainy,Highway,Evening,1.0,50.0,1.0,0.0,Low,Dry,Truck,19.0,10.0,Artificial Light,1.0,2,3,2,1,Young,0.5263157894736842,3,1.0,1,3,6,3.0
Foggy,City Road,Morning,2.0,60.0,3.0,0.0,Moderate,Wet,Car,46.0,41.0,Daylight,0.0,0,1,3,3,Middle_Age,0.8913043478260869,1,6.0,1,2,3,4.0
Clear,Highway,Evening,1.0,60.0,3.0,0.0,Low,Dry,Motorcycle,67.0,67.0,Artificial Light,0.0,2,3,1,1,Elderly,1.0,3,3.0,1,3,3,3.0
Clear,City Road,Evening,0.0,30.0,1.0,0.0,Low,Wet,Car,33.0,25.0,Daylight,0.0,2,3,1,1,Adult,0.7575757575757576,1,0.0,1,2,3,0.0
Rainy,City Road,Evening,2.0,50.0,1.0,0.0,Low,Dry,Car,53.0,44.0,Daylight,0.0,2,3,2,1,Senior,0.8301886792452831,1,2.0,1,2,6,4.0
Rainy,Rural Road,Morning,1.0012531328320802,50.0,5.0,0.0,Moderate,Wet,Car,50.0,42.0,Artificial Light,0.0,0,1,2,2,Middle_Age,0.84,1,5.0062656641604,1,2,2,2.0025062656641603
Clear,City Road,Morning,2.0,50.0,2.0,0.0,Low,Wet,Truck,43.2593984962406,23.0,Daylight,0.0,0,1,1,1,Middle_Age,0.5316763709046668,1,4.0,1,2,1,4.0
Snowy,Highway,Morning,2.0,60.0,2.0,0.0,Low,Dry,Motorcycle,26.0,24.0,Artificial Light,0.0,0,1,5,1,Adult,0.9230769230769231,1,4.0,1,3,5,6.0
Clear,Highway,Afternoon,2.0,100.0,4.0,0.0,Low,Dry,Motorcycle,56.0,52.0,Artificial Light,0.0,1,2,1,1,Senior,0.9285714285714286,1,8.0,2,3,2,6.0
Clear,Highway,Morning,1.0,50.0,5.0,1.0,Low,Dry,Truck,51.0,47.0,Artificial Light,0.0,0,1,1,1,Senior,0.9215686274509803,1,5.0,1,3,1,3.0
Rainy,Highway,Night,2.0,50.0,3.0,0.0,Low,Wet,Car,43.0,34.0,Artificial Light,1.0,3,4,2,2,Middle_Age,0.7906976744186046,1,6.0,1,3,8,6.0
Foggy,City Road,Evening,2.0,50.0,3.0,0.0,Moderate,Dry,Car,19.0,13.0,Artificial Light,0.0,2,3,3,3,Young,0.6842105263157895,3,6.0,1,2,9,4.0
Stormy,Highway,Afternoon,0.0,60.0,5.0,1.0,Moderate,Dry,Truck,18.0,10.0,Artificial Light,0.0,1,2,4,3,Young,0.5555555555555556,3,0.0,1,3,8,0.0
Snowy,Highway,Afternoon,1.0,100.0,2.0,0.0,Low,Icy,Car,34.0,27.0,Daylight,1.0,1,2,5,1,Adult,0.7941176470588235,1,2.0,2,3,10,3.0
Clear,Highway,Evening,1.0,80.0,3.0,0.0,Moderate,Dry,Bus,34.0,26.0,Artificial Light,0.0,2,3,1,1,Adult,0.7647058823529411,1,3.0,2,3,3,3.0
Snowy,Highway,Afternoon,0.0,60.0,2.0,0.0,Low,Dry,Car,48.0,40.0,Artificial Light,0.0,1,2,5,1,Middle_Age,0.8333333333333334,1,0.0,1,3,10,0.0
Stormy,Highway,Night,1.0012531328320802,60.0,4.0,0.0,Moderate,Dry,Car,30.0,24.0,Artificial Light,0.0,3,4,4,3,Adult,0.8,1,4.005012531328321,1,3,16,3.0037593984962405
Snowy,Highway,Afternoon,1.0,50.0,4.0,0.0,Low,Wet,Car,49.0,44.0,Artificial Light,0.0,1,2,5,2,Middle_Age,0.8979591836734694,1,4.0,1,3,10,3.0
Foggy,Rural Road,Afternoon,0.0,100.0,3.0,0.0,Low,Dry,Car,66.0,62.0,Daylight,0.0,1,2,3,3,Elderly,0.9393939393939394,3,0.0,2,2,6,0.0
Clear,City Road,Afternoon,2.0,60.0,2.0,0.0,Low,Dry,Bus,35.0,27.0,Artificial Light,1.0,1,2,1,1,Adult,0.7714285714285715,1,4.0,1,2,2,4.0
Rainy,Rural Road,Afternoon,2.0,50.0,1.0,0.0,Low,Wet,Car,50.0,46.0,Artificial Light,0.0,1,2,2,2,Middle_Age,0.92,1,2.0,1,2,4,4.0
Clear,Highway,Afternoon,1.0,60.0,3.0,0.0,Low,Dry,Car,22.0,13.0,Artificial Light,0.0,1,2,1,1,Young,0.5909090909090909,3,3.0,1,3,2,3.0
Stormy,City Road,Afternoon,0.0,60.0,1.0,0.0,Low,Under Construction,Motorcycle,44.0,38.0,No Light,1.0,1,2,4,3,Middle_Age,0.8636363636363636,1,0.0,1,2,8,0.0
Clear,Rural Road,Afternoon,0.0,80.0,5.0,0.0,Moderate,Icy,Car,43.2593984962406,38.9812030075188,No Light,0.0,1,2,1,1,Middle_Age,0.9011036760232903,1,0.0,2,2,2,0.0
Rainy,City Road,Evening,0.0,60.0,3.0,0.0,Moderate,Dry,Motorcycle,51.0,49.0,Daylight,1.0,2,3,2,1,Senior,0.9607843137254902,1,0.0,1,2,6,0.0
Clear,Highway,Afternoon,1.0,50.0,2.0,0.0,Moderate,Under Construction,Car,65.0,62.0,Artificial Light,0.0,1,2,1,1,Senior,0.9538461538461539,1,2.0,1,3,2,3.0
Clear,Highway,Afternoon,0.0,80.0,1.0,0.0,Low,Dry,Car,50.0,50.0,Artificial Light,1.0,1,2,1,1,Middle_Age,1.0,1,0.0,2,3,2,0.0
Snowy,Highway,Afternoon,0.0,80.0,2.0,0.0,Low,Under Construction,Car,35.0,29.0,Daylight,1.0,1,2,5,1,Adult,0.8285714285714286,1,0.0,2,3,10,0.0
Clear,City Road,Evening,0.0,60.0,2.0,0.0,Low,Wet,Car,23.0,17.0,Daylight,0.0,2,3,1,1,Young,0.7391304347826086,3,0.0,1,2,3,0.0
Snowy,Rural Road,Afternoon,2.0,100.0,4.0,0.0,Low,Dry,Car,40.0,36.0,Daylight,1.0,1,2,5,1,Middle_Age,0.9,1,8.0,2,2,10,4.0
Rainy,City Road,Morning,1.0,120.0,3.0,1.0,Low,Icy,Car,54.0,49.0,No Light,1.0,0,1,2,1,Senior,0.9074074074074074,1,3.0,3,2,2,2.0
Rainy,Highway,Afternoon,0.0,80.0,5.0,0.0,Low,Dry,Truck,39.0,38.0,Artificial Light,0.0,1,2,2,1,Middle_Age,0.9743589743589743,1,0.0,2,3,4,0.0
Clear,Highway,Morning,1.0012531328320802,100.0,5.0,0.0,Low,Wet,Truck,69.0,61.0,Daylight,0.0,0,1,1,1,Elderly,0.8840579710144928,3,5.0062656641604,2,3,1,3.0037593984962405
Rainy,City Road,Evening,1.0,100.0,2.0,0.0,Low,Dry,Car,67.0,67.0,Artificial Light,0.0,2,3,2,1,Elderly,1.0,3,2.0,2,2,6,2.0
Clear,City Road,Evening,1.0012531328320802,120.0,3.0,0.0,Low,Dry,Car,25.0,17.0,Artificial Light,0.0,2,3,1,1,Young,0.68,1,3.0037593984962405,3,2,3,2.0025062656641603
Clear,City Road,Evening,2.0,60.0,4.0,0.0,Moderate,Dry,Car,66.0,60.0,Artificial Light,0.0,2,3,1,1,Elderly,0.9090909090909091,3,8.0,1,2,3,4.0
Clear,City Road,Afternoon,1.0,60.0,3.0,0.0,Low,Under Construction,Car,67.0,65.0,Artificial Light,0.0,1,2,1,1,Elderly,0.9701492537313433,3,3.0,1,2,2,2.0
Rainy,Highway,Night,1.0,100.0,1.0,0.0,Low,Under Construction,Car,53.0,53.0,Artificial Light,1.0,3,4,2,1,Senior,1.0,1,1.0,2,3,8,3.0
Clear,Rural Road,Afternoon,2.0,80.0,3.0,0.0,Moderate,Dry,Car,36.0,31.0,Daylight,1.0,1,2,1,1,Middle_Age,0.8611111111111112,1,6.0,2,2,2,4.0
Clear,City Road,Night,1.0,50.0,5.0,0.0,Low,Dry,Car,25.0,17.0,Daylight,0.0,3,4,1,1,Young,0.68,1,5.0,1,2,4,2.0
Rainy,Rural Road,Afternoon,1.0,100.0,1.0,0.0,Low,Dry,Truck,43.2593984962406,16.0,Daylight,1.0,1,2,2,1,Middle_Age,0.369861823238029,1,1.0,2,2,4,2.0
Stormy,Highway,Night,1.0,50.0,4.0,1.0,Low,Under Construction,Motorcycle,68.0,64.0,Artificial Light,0.0,3,4,4,3,Elderly,0.9411764705882353,3,4.0,1,3,16,3.0
Clear,Highway,Afternoon,2.0,80.0,2.0,0.0,Moderate,Dry,Bus,24.0,22.0,Daylight,0.0,1,2,1,1,Young,0.9166666666666666,3,4.0,2,3,2,6.0
Rainy,Highway,Morning,0.0,30.0,1.0,0.0,High,Dry,Car,69.0,62.0,Artificial Light,0.0,0,1,2,1,Elderly,0.8985507246376812,3,0.0,1,3,2,0.0
Clear,City Road,Afternoon,1.0,60.0,2.0,0.0,Low,Under Construction,Car,57.0,55.0,Artificial Light,0.0,1,2,1,1,Senior,0.9649122807017544,1,2.0,1,2,2,2.0
Rainy,Highway,Night,2.0,80.0,3.0,0.0,Low,Dry,Car,53.0,51.0,Artificial Light,0.0,3,4,2,1,Senior,0.9622641509433962,1,6.0,2,3,8,6.0
Foggy,Rural Road,Evening,0.0,50.0,1.0,0.0,Low,Dry,Car,23.0,17.0,Daylight,0.0,2,3,3,3,Young,0.7391304347826086,3,0.0,1,2,9,0.0
Rainy,City Road,Afternoon,1.0,80.0,1.0,0.0,Low,Wet,Car,43.0,42.0,Artificial Light,1.0,1,2,2,2,Middle_Age,0.9767441860465116,1,1.0,2,2,4,2.0
Snowy,Rural Road,Night,1.0,80.0,4.0,0.0,Low,Under Construction,Car,48.0,39.0,Artificial Light,0.0,3,4,5,1,Middle_Age,0.8125,1,4.0,2,2,20,2.0
Clear,Highway,Afternoon,0.0,50.0,4.0,0.0,Low,Wet,Car,58.0,56.0,Daylight,0.0,1,2,1,1,Senior,0.9655172413793104,1,0.0,1,3,2,0.0
Stormy,City Road,Afternoon,1.0,100.0,2.0,0.0,High,Wet,Car,68.0,62.0,Daylight,0.0,1,2,4,3,Elderly,0.9117647058823529,3,2.0,2,2,8,2.0
Clear,City Road,Afternoon,0.0,100.0,5.0,0.0,Low,Icy,Car,33.0,31.0,Artificial Light,0.0,1,2,1,1,Adult,0.9393939393939394,1,0.0,2,2,2,0.0
Clear,Highway,Afternoon,2.0,80.0,4.0,0.0,Low,Under Construction,Truck,31.0,27.0,Artificial Light,0.0,1,2,1,1,Adult,0.8709677419354839,1,8.0,2,3,2,6.0
Foggy,Highway,Afternoon,1.0,120.0,2.0,1.0,Low,Dry,Bus,46.0,40.0,Daylight,0.0,1,2,3,3,Middle_Age,0.8695652173913043,1,2.0,3,3,6,3.0
Snowy,City Road,Evening,2.0,60.0,5.0,0.0,Moderate,Dry,Bus,19.0,17.0,Artificial Light,0.0,2,3,5,1,Young,0.8947368421052632,3,10.0,1,2,15,4.0
Clear,Highway,Morning,0.0,60.0,1.0,1.0,Low,Icy,Truck,28.0,20.0,Artificial Light,0.0,0,1,1,1,Adult,0.7142857142857143,1,0.0,1,3,1,0.0
Clear,City Road,Afternoon,1.0,60.0,5.0,0.0,Low,Dry,Truck,23.0,14.0,Daylight,0.0,1,2,1,1,Young,0.6086956521739131,3,5.0,1,2,2,2.0
Rainy,City Road,Afternoon,0.0,80.0,4.0,0.0,Moderate,Icy,Car,33.0,30.0,Daylight,1.0,1,2,2,1,Adult,0.9090909090909091,1,0.0,2,2,4,0.0
Rainy,Highway,Night,1.0,60.0,5.0,0.0,Moderate,Dry,Car,27.0,22.0,Artificial Light,1.0,3,4,2,1,Adult,0.8148148148148148,1,5.0,1,3,8,3.0
Clear,Highway,Evening,1.0012531328320802,60.0,2.0,0.0,Low,Dry,Car,32.0,26.0,No Light,0.0,2,3,1,1,Adult,0.8125,1,2.0025062656641603,1,3,3,3.0037593984962405
Foggy,Highway,Evening,1.0,60.0,3.0,0.0,Moderate,Icy,Car,61.0,56.0,Artificial Light,0.0,2,3,3,3,Senior,0.9180327868852459,1,3.0,1,3,9,3.0
Foggy,City Road,Afternoon,0.0,100.0,2.0,0.0,Moderate,Under Construction,Car,37.0,37.0,Artificial Light,0.0,1,2,3,3,Middle_Age,1.0,1,0.0,2,2,6,0.0
Stormy,City Road,Afternoon,0.0,80.0,1.0,0.0,Moderate,Icy,Car,57.0,48.0,Artificial Light,1.0,1,2,4,3,Senior,0.8421052631578947,1,0.0,2,2,8,0.0
Rainy,Highway,Afternoon,1.0,80.0,1.0,0.0,High,Dry,Truck,24.0,23.0,No Light,0.0,1,2,2,1,Young,0.9583333333333334,3,1.0,2,3,4,3.0
Clear,City Road,Afternoon,1.0,50.0,5.0,0.0,Moderate,Dry,Car,25.0,18.0,Daylight,0.0,1,2,1,1,Young,0.72,1,5.0,1,2,2,2.0
Clear,Highway,Afternoon,1.0,100.0,2.0,1.0,Moderate,Wet,Car,56.0,51.0,Artificial Light,0.0,1,2,1,1,Senior,0.9107142857142857,1,2.0,2,3,2,3.0
Clear,City Road,Afternoon,2.0,100.0,3.0,0.0,Low,Dry,Car,21.0,12.0,Artificial Light,0.0,1,2,1,1,Young,0.5714285714285714,3,6.0,2,2,2,4.0
Rainy,Highway,Afternoon,2.0,100.0,2.0,0.0,Low,Wet,Car,43.2593984962406,60.0,Daylight,0.0,1,2,2,2,Middle_Age,1.3869818371426088,1,4.0,2,3,4,6.0
Clear,Highway,Evening,0.0,178.0,3.0,0.0,Low,Wet,Car,36.0,35.0,Artificial Light,0.0,2,3,1,1,Middle_Age,0.9722222222222222,1,0.0,3,3,3,0.0
Clear,City Road,Afternoon,2.0,50.0,3.0,0.0,Moderate,Dry,Car,20.0,19.0,Daylight,0.0,1,2,1,1,Young,0.95,3,6.0,1,2,2,4.0
Foggy,City Road,Morning,1.0,80.0,3.0,0.0,Moderate,Dry,Car,21.0,16.0,Artificial Light,0.0,0,1,3,3,Young,0.7619047619047619,3,3.0,2,2,3,2.0
Clear,Highway,Morning,1.0,100.0,2.0,0.0,Moderate,Wet,Car,56.0,48.0,Artificial Light,1.0,0,1,1,1,Senior,0.8571428571428571,1,2.0,2,3,1,3.0
Snowy,Highway,Morning,0.0,30.0,2.0,1.0,Moderate,Under Construction,Car,43.2593984962406,39.0,Artificial Light,0.0,0,1,5,1,Middle_Age,0.9015381941426958,1,0.0,1,3,5,0.0
Snowy,City Road,Evening,1.0,50.0,3.0,0.0,Low,Wet,Car,18.0,12.0,Artificial Light,0.0,2,3,5,2,Young,0.6666666666666666,3,3.0,1,2,15,2.0
Rainy,Rural Road,Afternoon,0.0,60.0,4.0,0.0,Moderate,Dry,Car,53.0,45.0,Daylight,0.0,1,2,2,1,Senior,0.8490566037735849,1,0.0,1,2,4,0.0
Clear,Highway,Night,2.0,30.0,4.0,0.0,Low,Dry,Car,23.0,15.0,Daylight,0.0,3,4,1,1,Young,0.6521739130434783,3,8.0,1,3,4,6.0
Rainy,Rural Road,Evening,2.0,60.0,4.0,0.0,Low,Dry,Motorcycle,52.0,46.0,Daylight,1.0,2,3,2,1,Senior,0.8846153846153846,1,8.0,1,2,6,4.0
Foggy,Highway,Afternoon,2.0,60.0,3.0,0.0,Low,Dry,Car,25.0,19.0,Artificial Light,0.0,1,2,3,3,Young,0.76,1,6.0,1,3,6,6.0
Clear,Highway,Afternoon,1.0,60.0,4.0,0.0,Low,Dry,Motorcycle,29.0,21.0,Artificial Light,0.0,1,2,1,1,Adult,0.7241379310344828,1,4.0,1,3,2,3.0
